YEAR,MO,DY,HR,CloudCover,SolarIrradiance,Temp2m,DewPoint2m,Humidity2m,SolarZenith,Forecasted_SW_DWN
2019,1,7,15,29.45,169.32,19.74,7.47,45.28,74.49,181.07
2019,1,7,16,11.19,34.42,16.13,7.58,57.01,85.3,34.85
2019,1,7,17,1.89,0.0,13.98,6.18,59.34,90.0,0.0
2019,1,7,18,1.26,0.0,12.89,5.71,61.63,90.0,0.0
2019,1,7,19,1.26,0.0,11.96,5.29,63.64,90.0,0.0
2019,1,7,20,1.89,0.0,11.19,4.96,65.44,90.0,0.0
2019,1,7,21,0.07,0.0,10.61,4.79,67.14,90.0,0.0
2019,1,7,22,0.63,0.0,10.18,4.74,68.96,90.0,0.0
2019,1,7,23,0.63,0.0,9.84,4.73,70.41,90.0,0.0
2019,1,8,0,0.9,0.0,9.7,4.74,71.19,90.0,0.0
2019,1,8,1,1.17,0.0,9.35,4.62,72.33,90.0,0.0
2019,1,8,2,0.63,0.0,8.9,4.26,72.73,90.0,0.0
2019,1,8,3,0.63,0.0,8.64,3.87,72.04,90.0,0.0
2019,1,8,4,2.52,0.0,8.45,3.51,71.28,90.0,0.0
2019,1,8,5,42.18,0.0,8.06,3.24,71.91,90.0,0.0
2019,1,8,6,40.04,0.0,7.69,3.11,73.19,90.0,0.0
2019,1,8,7,27.5,103.32,10.6,4.42,65.56,80.4,106.72
2019,1,8,8,26.15,258.92,14.91,4.44,49.53,70.51,275.88
2019,1,8,9,37.48,395.77,17.75,4.65,42.03,61.69,435.95
2019,1,8,10,74.88,495.4,19.37,4.23,36.89,55.26,556.85
2019,1,8,11,68.49,561.67,19.32,3.9,36.19,52.13,625.05
2019,1,8,12,27.55,577.53,19.27,3.89,36.33,52.88,610.75
2019,1,8,13,22.25,513.67,19.16,4.0,36.83,57.37,532.03
2019,1,8,14,47.53,367.52,18.64,4.31,38.83,64.81,389.45
2019,1,8,15,65.62,193.57,17.78,5.16,43.51,74.33,213.35
2019,1,8,16,91.16,39.28,14.35,6.05,57.42,85.16,42.95
2019,1,8,17,84.75,0.0,11.94,5.02,62.57,90.0,0.0
2019,1,8,18,60.81,0.0,11.25,4.59,63.53,90.0,0.0
2019,1,8,19,78.94,0.0,10.97,4.42,63.9,90.0,0.0
2019,1,8,20,85.26,0.0,10.74,4.31,64.42,90.0,0.0
2019,1,8,21,95.44,0.0,10.47,4.14,64.86,90.0,0.0
2019,1,8,22,96.0,0.0,10.24,3.98,65.11,90.0,0.0
2019,1,8,23,99.24,0.0,10.06,3.83,65.26,90.0,0.0
2019,1,9,0,88.15,0.0,9.95,3.65,64.85,90.0,0.0
2019,1,9,1,81.05,0.0,9.81,3.43,64.42,90.0,0.0
2019,1,9,2,28.15,0.0,9.37,3.22,65.4,90.0,0.0
2019,1,9,3,6.76,0.0,8.72,2.97,67.21,90.0,0.0
2019,1,9,4,6.78,0.0,8.21,2.74,68.42,90.0,0.0
2019,1,9,5,11.86,0.0,7.84,2.53,69.18,90.0,0.0
2019,1,9,6,10.64,0.0,7.65,2.36,69.24,90.0,0.0
2019,1,9,7,31.13,106.25,10.45,3.79,63.53,80.4,119.7
2019,1,9,8,29.92,268.8,14.47,3.69,48.34,70.48,304.73
2019,1,9,9,22.25,429.3,17.3,4.02,41.29,61.63,477.6
2019,1,9,10,19.89,540.22,19.52,4.3,36.67,55.17,599.65
2019,1,9,11,22.09,599.47,21.24,4.12,32.57,52.0,628.62
2019,1,9,12,33.64,583.53,22.21,3.89,30.15,52.73,619.6
2019,1,9,13,17.6,526.88,22.4,3.86,29.73,57.2,542.17
2019,1,9,14,30.3,380.23,21.83,3.94,30.95,64.65,404.52
2019,1,9,15,20.07,213.07,20.27,5.19,37.27,74.16,224.88
2019,1,9,16,69.6,35.9,15.93,6.21,52.43,85.01,46.92
2019,1,9,17,7.0,0.0,13.36,5.17,57.56,90.0,0.0
2019,1,9,18,4.4,0.0,12.38,4.8,59.78,90.0,0.0
2019,1,9,19,4.4,0.0,11.4,4.48,62.41,90.0,0.0
2019,1,9,20,6.36,0.0,10.58,4.23,64.72,90.0,0.0
2019,1,9,21,3.97,0.0,9.99,4.09,66.68,90.0,0.0
2019,1,9,22,7.53,0.0,9.67,3.93,67.34,90.0,0.0
2019,1,9,23,8.16,0.0,9.63,3.74,66.71,90.0,0.0
2019,1,10,0,8.78,0.0,9.65,3.57,65.84,90.0,0.0
2019,1,10,1,1.86,0.0,9.25,3.45,66.96,90.0,0.0
2019,1,10,2,4.4,0.0,8.71,3.29,68.75,90.0,0.0
2019,1,10,3,10.05,0.0,8.43,3.06,68.91,90.0,0.0
2019,1,10,4,14.45,0.0,8.42,2.8,67.81,90.0,0.0
2019,1,10,5,14.46,0.0,8.43,2.53,66.37,90.0,0.0
2019,1,10,6,43.73,0.0,8.44,2.27,65.09,90.0,0.0
2019,1,10,7,88.79,94.8,10.38,3.65,63.27,80.39,126.03
2019,1,10,8,56.17,257.27,14.12,3.67,49.59,70.45,313.8
2019,1,10,9,82.97,388.3,16.65,3.46,41.34,61.57,485.67
2019,1,10,10,75.14,479.33,18.68,3.42,36.36,55.07,605.47
2019,1,10,11,100.0,481.1,20.23,3.42,33.05,51.87,597.67
2019,1,10,12,100.0,429.83,21.15,3.47,31.32,52.57,589.0
2019,1,10,13,98.96,442.5,21.33,3.44,30.89,57.03,510.33
2019,1,10,14,39.93,347.08,20.86,3.49,31.91,64.47,374.73
2019,1,10,15,6.39,202.15,19.41,4.94,38.78,73.99,203.75
2019,1,10,16,16.48,41.97,15.83,6.32,53.3,84.86,42.62
2019,1,10,17,11.44,0.0,14.69,4.3,49.73,90.0,0.0
2019,1,10,18,14.56,0.0,14.82,3.58,46.84,90.0,0.0
2019,1,10,19,5.05,0.0,14.45,3.27,46.95,90.0,0.0
2019,1,10,20,15.13,0.0,13.29,3.28,50.74,90.0,0.0
2019,1,10,21,7.84,0.0,11.87,3.2,55.37,90.0,0.0
2019,1,10,22,2.17,0.0,11.05,3.31,58.83,90.0,0.0
2019,1,10,23,11.97,0.0,10.42,3.4,61.73,90.0,0.0
2019,1,11,0,40.51,0.0,10.15,3.42,62.98,90.0,0.0
2019,1,11,1,67.72,0.0,10.01,3.42,63.56,90.0,0.0
2019,1,11,2,58.4,0.0,10.01,3.37,63.29,90.0,0.0
2019,1,11,3,38.86,0.0,9.97,3.28,63.06,90.0,0.0
2019,1,11,4,29.37,0.0,9.79,3.19,63.45,90.0,0.0
2019,1,11,5,23.77,0.0,9.48,3.12,64.42,90.0,0.0
2019,1,11,6,42.65,0.0,9.23,3.09,65.44,90.0,0.0
2019,1,11,7,34.95,106.9,11.03,4.3,63.2,80.38,113.15
2019,1,11,8,15.95,283.12,15.09,5.03,50.88,70.41,292.95
2019,1,11,9,18.94,448.83,17.58,4.8,42.74,61.5,463.42
2019,1,11,10,10.96,568.95,19.24,4.93,38.92,54.96,584.05
2019,1,11,11,38.47,538.78,20.26,5.04,36.83,51.72,592.45
2019,1,11,12,36.26,541.97,20.78,5.07,35.7,52.4,584.5
2019,1,11,13,19.75,490.6,20.87,5.02,35.41,56.86,508.0
2019,1,11,14,38.99,346.73,20.4,4.99,36.37,64.3,374.9
2019,1,11,15,18.27,192.75,19.07,6.32,43.45,73.82,204.38
2019,1,11,16,35.24,38.25,15.71,7.12,56.7,84.71,43.72
2019,1,11,17,3.16,0.0,14.0,5.44,56.21,90.0,0.0
2019,1,11,18,1.26,0.0,13.59,4.86,55.45,90.0,0.0
2019,1,11,19,1.89,0.0,13.48,4.3,53.76,90.0,0.0
2019,1,11,20,3.14,0.0,13.21,3.89,53.18,90.0,0.0
2019,1,11,21,0.38,0.0,12.43,3.74,55.42,90.0,0.0
2019,1,11,22,0.27,0.0,11.0,3.97,61.86,90.0,0.0
2019,1,11,23,1.26,0.0,10.06,4.2,66.85,90.0,0.0
2019,1,12,0,0.63,0.0,9.64,4.36,69.64,90.0,0.0
2019,1,12,1,0.25,0.0,9.64,4.43,70.01,90.0,0.0
2019,1,12,2,2.52,0.0,9.93,4.37,68.36,90.0,0.0
2019,1,12,3,1.26,0.0,10.3,4.17,65.78,90.0,0.0
2019,1,12,4,1.26,0.0,10.42,3.91,64.14,90.0,0.0
2019,1,12,5,1.89,0.0,10.32,3.65,63.35,90.0,0.0
2019,1,12,6,2.52,0.0,10.07,3.37,63.2,90.0,0.0
2019,1,12,7,19.27,95.7,11.59,4.47,61.75,80.35,97.18
2019,1,12,8,2.27,266.62,15.66,4.55,47.67,70.36,267.33
2019,1,12,9,2.65,426.65,18.31,4.61,40.38,61.42,427.8
2019,1,12,10,2.66,541.62,20.21,5.22,37.45,54.85,543.67
2019,1,12,11,15.67,586.75,21.23,5.77,36.5,51.58,596.17
2019,1,12,12,15.72,574.53,21.61,6.18,36.72,52.23,579.9
2019,1,12,13,34.53,470.27,21.46,6.49,37.82,56.67,496.25
2019,1,12,14,32.46,336.45,20.81,6.74,40.04,64.12,356.62
2019,1,12,15,55.24,185.15,19.42,7.85,47.16,73.65,189.35
2019,1,12,16,56.78,36.62,16.12,8.48,60.54,84.55,40.62
2019,1,12,17,72.84,0.0,15.0,7.0,58.77,90.0,0.0
2019,1,12,18,62.25,0.0,15.12,6.68,57.0,90.0,0.0
2019,1,12,19,72.55,0.0,14.98,6.47,56.72,90.0,0.0
2019,1,12,20,50.57,0.0,14.17,6.48,59.78,90.0,0.0
2019,1,12,21,45.35,0.0,13.11,6.51,64.26,90.0,0.0
2019,1,12,22,81.59,0.0,12.52,6.58,67.09,90.0,0.0
2019,1,12,23,83.42,0.0,12.06,6.58,69.11,90.0,0.0
2019,1,13,0,95.1,0.0,11.77,6.56,70.31,90.0,0.0
2019,1,13,1,92.73,0.0,11.67,6.51,70.54,90.0,0.0
2019,1,13,2,92.44,0.0,11.38,6.45,71.67,90.0,0.0
2019,1,13,3,96.63,0.0,11.18,6.38,72.16,90.0,0.0
2019,1,13,4,94.96,0.0,11.19,6.29,71.79,90.0,0.0
2019,1,13,5,93.69,0.0,11.24,6.29,71.49,90.0,0.0
2019,1,13,6,96.76,0.0,11.4,6.34,71.04,90.0,0.0
2019,1,13,7,97.52,61.7,12.96,7.09,67.53,80.32,86.47
2019,1,13,8,89.66,157.9,15.99,8.06,59.18,70.31,240.4
2019,1,13,9,94.02,281.92,18.31,7.42,48.96,61.34,400.9
2019,1,13,10,91.89,381.6,19.98,7.16,43.37,54.73,519.6
2019,1,13,11,77.2,426.3,21.32,7.02,39.52,51.42,539.3
2019,1,13,12,80.47,404.15,21.96,6.87,37.6,52.05,529.6
2019,1,13,13,66.24,366.48,22.09,6.71,36.91,56.49,456.62
2019,1,13,14,63.45,272.4,21.66,6.52,37.39,63.93,338.8
2019,1,13,15,57.33,146.6,20.38,7.47,43.24,73.47,180.88
2019,1,13,16,64.16,34.8,16.68,8.53,58.63,84.38,40.97
2019,1,13,17,12.64,0.0,14.46,7.35,62.32,90.0,0.0
2019,1,13,18,3.14,0.0,13.68,7.13,64.5,90.0,0.0
2019,1,13,19,2.52,0.0,12.95,6.93,66.74,90.0,0.0
2019,1,13,20,2.52,0.0,12.29,6.71,68.61,90.0,0.0
2019,1,13,21,1.26,0.0,11.7,6.39,69.85,90.0,0.0
2019,1,13,22,1.2,0.0,11.14,6.07,70.92,90.0,0.0
2019,1,13,23,0.63,0.0,10.68,5.8,71.76,90.0,0.0
2019,1,14,0,0.63,0.0,10.28,5.53,72.32,90.0,0.0
2019,1,14,1,0.03,0.0,9.85,5.25,73.0,90.0,0.0
2019,1,14,2,0.63,0.0,9.32,4.92,74.01,90.0,0.0
2019,1,14,3,0.63,0.0,8.86,4.54,74.26,90.0,0.0
2019,1,14,4,1.26,0.0,8.44,4.09,74.13,90.0,0.0
2019,1,14,5,1.89,0.0,8.0,3.6,73.78,90.0,0.0
2019,1,14,6,1.26,0.0,7.7,3.21,73.41,90.0,0.0
2019,1,14,7,4.6,129.3,10.85,4.18,63.61,80.28,129.75
2019,1,14,8,4.48,323.38,14.5,3.78,48.67,70.25,324.83
2019,1,14,9,1.98,504.15,17.22,2.91,38.36,61.25,505.2
2019,1,14,10,0.52,632.55,19.49,2.13,31.45,54.6,632.65
2019,1,14,11,0.8,696.2,21.27,1.19,26.36,51.26,696.95
2019,1,14,12,1.07,689.88,22.18,0.37,23.56,51.87,691.08
2019,1,14,13,0.0,596.72,22.47,-0.17,22.26,56.29,596.72
2019,1,14,14,1.27,454.3,22.07,-0.43,22.39,63.74,455.38
2019,1,14,15,3.14,266.02,20.61,0.36,25.96,73.29,267.23
2019,1,14,16,1.89,66.8,16.14,1.83,38.28,84.22,67.3
2019,1,14,17,1.26,0.0,12.76,1.16,45.13,90.0,0.0
2019,1,14,18,4.4,0.0,11.48,0.95,48.34,90.0,0.0
2019,1,14,19,8.25,0.0,10.31,0.95,52.17,90.0,0.0
2019,1,14,20,10.75,0.0,9.3,0.92,55.72,90.0,0.0
2019,1,14,21,0.0,0.0,8.53,0.73,58.0,90.0,0.0
2019,1,14,22,20.77,0.0,7.83,0.43,59.49,90.0,0.0
2019,1,14,23,31.44,0.0,7.24,0.11,60.54,90.0,0.0
2019,1,15,0,33.32,0.0,6.82,-0.16,61.19,90.0,0.0
2019,1,15,1,0.46,0.0,6.54,-0.44,61.08,90.0,0.0
2019,1,15,2,12.09,0.0,6.13,-0.78,61.32,90.0,0.0
2019,1,15,3,9.56,0.0,5.71,-1.18,61.39,90.0,0.0
2019,1,15,4,56.11,0.0,5.36,-1.62,60.79,90.0,0.0
2019,1,15,5,79.3,0.0,5.01,-2.09,60.18,90.0,0.0
2019,1,15,6,99.81,0.0,4.82,-2.53,59.03,90.0,0.0
2019,1,15,7,100.0,96.3,7.9,-0.89,54.53,80.24,138.8
2019,1,15,8,100.0,220.35,11.91,-1.32,40.12,70.19,335.45
2019,1,15,9,100.0,354.2,15.21,-1.87,30.92,61.15,514.1
2019,1,15,10,98.81,551.22,17.74,-1.83,26.39,54.47,639.5
2019,1,15,11,74.74,635.83,19.4,-1.56,24.25,51.09,675.88
2019,1,15,12,82.43,609.58,20.63,-1.71,22.19,51.68,667.85
2019,1,15,13,98.66,421.23,21.37,-2.38,20.15,56.1,588.28
2019,1,15,14,98.8,286.2,21.24,-2.8,19.62,63.55,447.52
2019,1,15,15,98.74,155.1,19.7,-0.51,25.86,73.11,261.52
2019,1,15,16,98.95,46.1,15.08,2.62,43.21,84.04,65.72
2019,1,15,17,51.35,0.0,12.58,0.26,42.81,90.0,0.0
2019,1,15,18,28.08,0.0,12.02,-0.65,41.44,90.0,0.0
2019,1,15,19,8.15,0.0,11.67,-1.1,41.06,90.0,0.0
2019,1,15,20,19.57,0.0,11.22,-1.33,41.61,90.0,0.0
2019,1,15,21,39.78,0.0,10.67,-1.46,42.81,90.0,0.0
2019,1,15,22,29.24,0.0,10.31,-1.34,44.23,90.0,0.0
2019,1,15,23,17.66,0.0,10.03,-1.27,45.32,90.0,0.0
2019,1,16,0,25.02,0.0,9.71,-1.16,46.68,90.0,0.0
2019,1,16,1,35.26,0.0,9.12,-0.83,49.77,90.0,0.0
2019,1,16,2,40.29,0.0,9.04,-0.33,51.92,90.0,0.0
2019,1,16,3,52.16,0.0,9.31,0.11,52.7,90.0,0.0
2019,1,16,4,47.09,0.0,9.45,0.15,52.36,90.0,0.0
2019,1,16,5,32.05,0.0,8.55,-0.25,54.12,90.0,0.0
2019,1,16,6,47.58,0.0,8.68,-0.18,53.96,90.0,0.0
2019,1,16,7,42.57,112.85,11.27,1.9,52.82,80.18,119.45
2019,1,16,8,34.76,284.5,15.7,1.04,37.04,70.12,300.2
2019,1,16,9,20.96,455.77,18.62,-0.04,28.38,61.04,470.08
2019,1,16,10,37.09,567.2,20.79,0.11,25.11,54.33,589.35
2019,1,16,11,40.0,558.62,22.17,0.58,23.87,50.92,630.7
2019,1,16,12,98.17,506.6,22.88,0.94,23.46,51.48,615.6
2019,1,16,13,80.8,463.92,22.8,1.16,23.95,55.89,529.6
2019,1,16,14,97.83,334.05,21.75,1.66,26.43,63.36,393.83
2019,1,16,15,97.49,194.48,19.19,5.75,41.76,72.93,218.77
2019,1,16,16,96.61,45.97,16.48,5.83,49.36,83.87,52.38
2019,1,16,17,99.62,0.0,15.75,4.14,45.98,90.0,0.0
2019,1,16,18,99.74,0.0,15.24,2.61,42.75,90.0,0.0
2019,1,16,19,98.55,0.0,13.81,1.78,44.34,90.0,0.0
2019,1,16,20,55.89,0.0,12.56,1.61,47.48,90.0,0.0
2019,1,16,21,41.98,0.0,11.89,1.62,49.5,90.0,0.0
2019,1,16,22,82.17,0.0,11.74,1.55,49.75,90.0,0.0
2019,1,16,23,73.92,0.0,11.63,1.49,49.87,90.0,0.0
2019,1,17,0,81.63,0.0,11.32,1.32,50.18,90.0,0.0
2019,1,17,1,43.59,0.0,11.17,1.14,50.08,90.0,0.0
2019,1,17,2,40.75,0.0,11.32,0.99,48.98,90.0,0.0
2019,1,17,3,26.22,0.0,11.36,0.83,48.36,90.0,0.0
2019,1,17,4,35.04,0.0,11.63,0.68,46.93,90.0,0.0
2019,1,17,5,25.23,0.0,12.14,0.51,44.84,90.0,0.0
2019,1,17,6,16.89,0.0,11.99,0.49,45.2,90.0,0.0
2019,1,17,7,14.65,118.03,13.2,2.44,48.37,80.12,120.8
2019,1,17,8,10.16,301.92,16.26,2.45,39.64,70.04,306.45
2019,1,17,9,1.75,480.45,18.95,0.79,29.54,60.93,481.35
2019,1,17,10,0.79,605.3,21.31,0.3,24.71,54.18,605.58
2019,1,17,11,1.72,647.53,22.49,0.58,23.43,50.73,650.0
2019,1,17,12,4.86,637.55,22.99,0.78,23.04,51.27,644.88
2019,1,17,13,13.26,558.25,22.95,0.86,23.24,55.69,567.6
2019,1,17,14,9.71,421.08,22.4,0.91,24.13,63.16,430.42
2019,1,17,15,12.14,239.05,20.85,2.93,30.9,72.74,250.2
2019,1,17,16,56.18,52.53,16.4,5.14,47.44,83.68,63.9
2019,1,17,17,6.27,0.0,14.16,2.92,46.7,90.0,0.0
2019,1,17,18,11.26,0.0,13.67,2.09,45.46,90.0,0.0
2019,1,17,19,1.89,0.0,12.78,1.7,46.84,90.0,0.0
2019,1,17,20,0.63,0.0,11.68,1.6,50.04,90.0,0.0
2019,1,17,21,0.63,0.0,11.11,1.44,51.37,90.0,0.0
2019,1,17,22,0.01,0.0,10.99,1.27,51.06,90.0,0.0
2019,1,17,23,0.63,0.0,11.15,1.15,50.14,90.0,0.0
2019,1,18,0,0.0,0.0,11.32,1.05,49.33,90.0,0.0
2019,1,18,1,0.63,0.0,11.32,0.96,48.97,90.0,0.0
2019,1,18,2,0.31,0.0,11.02,0.84,49.59,90.0,0.0
2019,1,18,3,0.63,0.0,10.61,0.69,50.34,90.0,0.0
2019,1,18,4,0.63,0.0,10.3,0.5,50.64,90.0,0.0
2019,1,18,5,1.89,0.0,10.17,0.25,50.23,90.0,0.0
2019,1,18,6,1.89,0.0,10.22,0.05,49.34,90.0,0.0
2019,1,18,7,16.05,133.93,12.44,2.39,50.53,80.05,136.98
2019,1,18,8,4.41,330.85,16.7,2.35,38.23,69.95,331.8
2019,1,18,9,4.76,507.35,19.49,1.86,30.85,60.82,509.83
2019,1,18,10,1.13,635.0,21.48,2.22,28.01,54.02,635.12
2019,1,18,11,0.65,677.65,22.54,2.38,26.58,50.54,678.25
2019,1,18,12,1.29,665.7,23.01,2.5,26.08,51.07,666.5
2019,1,18,13,1.89,584.6,22.99,2.53,26.14,55.47,585.42
2019,1,18,14,1.9,444.2,22.38,2.49,27.06,62.95,445.7
2019,1,18,15,2.52,262.52,20.84,3.86,32.89,72.55,263.92
2019,1,18,16,52.73,55.15,16.51,5.93,49.69,83.5,69.38
2019,1,18,17,33.96,0.0,14.13,4.05,50.68,90.0,0.0
2019,1,18,18,5.66,0.0,13.33,3.42,51.07,90.0,0.0
2019,1,18,19,11.35,0.0,12.79,2.95,51.24,90.0,0.0
2019,1,18,20,10.73,0.0,12.65,2.99,51.83,90.0,0.0
2019,1,18,21,7.08,0.0,12.75,3.22,52.35,90.0,0.0
2019,1,18,22,10.11,0.0,12.91,3.23,51.9,90.0,0.0
2019,1,18,23,5.04,0.0,12.81,2.93,51.17,90.0,0.0
2019,1,19,0,15.11,0.0,12.32,2.32,50.53,90.0,0.0
2019,1,19,1,3.44,0.0,11.99,1.93,50.28,90.0,0.0
2019,1,19,2,4.4,0.0,12.4,1.59,47.72,90.0,0.0
2019,1,19,3,0.63,0.0,12.47,1.28,46.52,90.0,0.0
2019,1,19,4,3.56,0.0,12.23,0.99,46.28,90.0,0.0
2019,1,19,5,6.49,0.0,11.93,0.64,45.99,90.0,0.0
2019,1,19,6,9.36,3.65,11.72,0.31,45.53,89.41,3.62
2019,1,19,7,3.31,112.25,13.32,2.59,48.58,80.57,112.93
2019,1,19,8,20.05,285.52,16.81,1.2,35.0,69.87,294.48
2019,1,19,9,4.58,461.77,19.52,1.07,29.06,60.69,466.02
2019,1,19,10,0.92,586.28,21.4,1.45,26.61,53.86,586.47
2019,1,19,11,2.61,639.55,22.62,1.66,25.09,50.35,641.03
2019,1,19,12,4.29,632.0,23.3,1.63,24.05,50.85,634.95
2019,1,19,13,3.14,558.12,23.49,1.33,23.33,55.26,560.2
2019,1,19,14,46.73,393.12,23.15,1.07,23.36,62.75,426.9
2019,1,19,15,88.93,207.15,21.75,3.06,29.45,72.35,250.05
2019,1,19,16,90.37,54.38,17.59,5.55,45.1,83.31,66.57
2019,1,19,17,51.51,0.0,15.58,4.19,46.6,90.0,0.0
2019,1,19,18,16.87,0.0,15.35,4.23,47.32,90.0,0.0
2019,1,19,19,3.14,0.0,14.73,4.01,48.53,90.0,0.0
2019,1,19,20,1.26,0.0,13.96,3.72,49.96,90.0,0.0
2019,1,19,21,0.01,0.0,13.02,3.19,51.25,90.0,0.0
2019,1,19,22,2.52,0.0,12.58,3.09,52.31,90.0,0.0
2019,1,19,23,9.41,0.0,12.29,3.18,53.73,90.0,0.0
2019,1,20,0,42.11,0.0,12.58,3.7,54.62,90.0,0.0
2019,1,20,1,87.34,0.0,13.04,4.15,54.73,90.0,0.0
2019,1,20,2,92.86,0.0,13.28,4.13,53.76,90.0,0.0
2019,1,20,3,94.31,0.0,13.42,4.05,52.95,90.0,0.0
2019,1,20,4,74.34,0.0,13.85,3.67,50.13,90.0,0.0
2019,1,20,5,52.86,0.0,13.9,3.62,49.79,90.0,0.0
2019,1,20,6,52.89,3.9,13.56,3.75,51.35,89.4,3.72
2019,1,20,7,79.47,98.2,14.62,6.07,56.7,80.5,105.32
2019,1,20,8,34.71,277.27,18.0,5.81,44.76,69.77,294.62
2019,1,20,9,30.53,460.2,20.79,4.44,34.2,60.56,470.6
2019,1,20,10,61.65,527.15,23.26,2.97,26.5,53.7,596.97
2019,1,20,11,53.2,564.95,24.65,2.71,23.95,50.15,646.0
2019,1,20,12,63.2,531.1,25.31,2.84,23.24,50.63,641.1
2019,1,20,13,61.05,517.33,25.31,3.1,23.7,55.04,565.72
2019,1,20,14,39.74,391.98,24.78,3.63,25.35,62.53,429.48
2019,1,20,15,44.29,227.5,23.11,6.82,35.22,72.16,248.88
2019,1,20,16,49.01,61.75,19.56,8.31,48.15,83.12,67.57
2019,1,20,17,52.37,0.0,17.74,6.69,48.23,90.0,0.0
2019,1,20,18,68.9,0.0,17.28,6.37,48.65,90.0,0.0
2019,1,20,19,87.19,0.0,16.83,6.12,49.18,90.0,0.0
2019,1,20,20,98.68,0.0,16.55,5.85,49.17,90.0,0.0
2019,1,20,21,97.38,0.0,16.05,5.87,50.85,90.0,0.0
2019,1,20,22,99.87,0.0,15.26,6.02,54.02,90.0,0.0
2019,1,20,23,99.9,0.0,14.58,6.12,56.81,90.0,0.0
2019,1,21,0,99.88,0.0,14.26,6.16,58.08,90.0,0.0
2019,1,21,1,99.98,0.0,14.12,6.2,58.79,90.0,0.0
2019,1,21,2,99.53,0.0,14.13,6.19,58.74,90.0,0.0
2019,1,21,3,99.67,0.0,14.08,6.09,58.62,90.0,0.0
2019,1,21,4,99.58,0.0,13.96,5.91,58.3,90.0,0.0
2019,1,21,5,99.77,0.0,13.72,5.68,58.26,90.0,0.0
2019,1,21,6,99.68,3.38,13.46,5.52,58.6,89.38,3.9
2019,1,21,7,97.02,72.47,15.07,6.57,56.85,80.43,107.25
2019,1,21,8,98.94,202.85,17.64,6.48,47.91,69.67,291.5
2019,1,21,9,98.58,339.12,19.27,5.54,40.56,60.43,457.2
2019,1,21,10,100.0,394.35,20.62,5.15,36.28,53.52,573.83
2019,1,21,11,99.77,402.77,21.45,5.11,34.33,49.94,657.15
2019,1,21,12,99.73,388.33,21.68,5.49,34.83,50.4,631.75
2019,1,21,13,99.48,318.15,21.62,5.96,36.19,54.81,536.3
2019,1,21,14,97.14,224.35,21.15,6.76,39.39,62.32,380.8
2019,1,21,15,72.31,82.88,19.76,8.71,49.36,71.96,201.95
2019,1,21,16,95.34,35.83,17.48,8.82,56.97,82.92,51.72
2019,1,21,17,99.92,0.0,16.13,8.32,59.93,90.0,0.0
2019,1,21,18,100.0,0.0,15.52,9.07,65.45,90.0,0.0
2019,1,21,19,99.99,0.0,15.74,9.72,67.72,90.0,0.0
2019,1,21,20,100.0,0.0,14.08,10.89,81.1,90.0,0.0
2019,1,21,21,99.92,0.0,13.71,10.25,79.54,90.0,0.0
2019,1,21,22,99.07,0.0,13.1,9.78,80.28,90.0,0.0
2019,1,21,23,99.85,0.0,12.73,9.24,79.34,90.0,0.0
2019,1,22,0,100.0,0.0,12.12,8.87,80.57,90.0,0.0
2019,1,22,1,100.0,0.0,12.22,8.81,79.7,90.0,0.0
2019,1,22,2,100.0,0.0,12.3,8.59,78.03,90.0,0.0
2019,1,22,3,100.0,0.0,12.28,8.47,77.59,90.0,0.0
2019,1,22,4,100.0,0.0,12.21,8.21,76.54,90.0,0.0
2019,1,22,5,100.0,0.0,12.38,8.09,75.01,90.0,0.0
2019,1,22,6,100.0,1.8,13.13,8.14,71.68,89.36,2.95
2019,1,22,7,100.0,16.42,14.45,8.33,66.62,80.35,69.95
2019,1,22,8,100.0,53.3,15.59,8.72,63.54,69.56,218.98
2019,1,22,9,99.98,82.47,16.53,9.15,61.62,60.29,370.9
2019,1,22,10,100.0,115.4,17.34,9.27,59.08,53.34,519.8
2019,1,22,11,99.89,142.05,17.99,9.22,56.5,49.72,543.5
2019,1,22,12,90.03,282.85,18.69,9.28,54.3,50.17,501.73
2019,1,22,13,96.73,142.93,19.23,9.49,53.23,54.58,388.02
2019,1,22,14,98.48,80.68,19.19,9.95,55.08,62.11,274.08
2019,1,22,15,98.81,68.97,18.23,10.91,62.34,71.76,147.75
2019,1,22,16,99.36,27.8,16.37,11.38,72.31,82.72,47.62
2019,1,22,17,99.84,0.0,15.21,10.95,75.67,90.0,0.0
2019,1,22,18,99.9,0.0,14.71,10.64,76.62,90.0,0.0
2019,1,22,19,99.84,0.0,14.41,10.41,76.93,90.0,0.0
2019,1,22,20,99.73,0.0,14.07,10.11,77.02,90.0,0.0
2019,1,22,21,99.84,0.0,13.7,9.78,77.1,90.0,0.0
2019,1,22,22,99.91,0.0,13.35,9.42,77.03,90.0,0.0
2019,1,22,23,100.0,0.0,13.1,9.12,76.71,90.0,0.0
2019,1,23,0,99.68,0.0,12.99,8.9,76.1,90.0,0.0
2019,1,23,1,99.72,0.0,12.83,8.69,75.82,90.0,0.0
2019,1,23,2,96.53,0.0,12.77,8.53,75.37,90.0,0.0
2019,1,23,3,82.33,0.0,12.71,8.44,75.13,90.0,0.0
2019,1,23,4,75.38,0.0,12.56,8.44,75.9,90.0,0.0
2019,1,23,5,83.12,0.0,12.32,8.54,77.61,90.0,0.0
