YEAR,MO,DY,HR,CloudCover,SolarIrradiance,Temp2m,DewPoint2m,Humidity2m,SolarZenith,Forecasted_SW_DWN
2017,10,7,0,33.98,0.0,22.68,18.77,78.74,90.0,0.0
2017,10,7,1,9.34,0.0,22.6,18.6,78.25,90.0,0.0
2017,10,7,2,31.49,0.0,22.42,18.45,78.42,90.0,0.0
2017,10,7,3,49.0,0.0,22.12,18.31,79.23,90.0,0.0
2017,10,7,4,51.58,0.0,21.83,18.17,79.96,90.0,0.0
2017,10,7,5,33.35,0.0,21.63,17.99,79.97,90.0,0.0
2017,10,7,6,5.22,138.3,22.68,19.35,81.8,79.26,140.07
2017,10,7,7,5.78,353.42,26.37,20.18,68.99,67.37,357.7
2017,10,7,8,11.38,563.88,30.62,17.58,45.89,55.7,570.15
2017,10,7,9,19.14,725.28,32.3,16.61,39.23,45.53,736.88
2017,10,7,10,7.22,828.72,33.15,16.96,38.15,38.13,841.4
2017,10,7,11,24.81,832.5,32.7,18.22,42.35,35.34,854.72
2017,10,7,12,34.44,795.67,32.46,19.05,45.18,38.19,823.67
2017,10,7,13,19.13,664.4,32.32,19.17,45.88,45.63,693.47
2017,10,7,14,27.16,507.25,32.04,19.5,47.57,55.82,532.17
2017,10,7,15,27.05,306.05,32.28,18.4,43.84,67.51,327.95
2017,10,7,16,6.9,121.7,30.38,18.67,49.69,79.46,122.47
2017,10,7,17,8.29,0.0,27.14,21.33,70.75,90.0,0.0
2017,10,7,18,8.23,0.0,26.21,19.75,67.72,90.0,0.0
2017,10,7,19,5.7,0.0,25.89,18.91,65.48,90.0,0.0
2017,10,7,20,8.21,0.0,25.58,18.19,63.78,90.0,0.0
2017,10,7,21,7.5,0.0,25.08,17.7,63.71,90.0,0.0
2017,10,7,22,11.35,0.0,23.89,17.87,69.15,90.0,0.0
2017,10,7,23,11.35,0.0,22.9,18.0,74.01,90.0,0.0
2017,10,8,0,13.24,0.0,22.34,17.93,76.15,90.0,0.0
2017,10,8,1,8.43,0.0,22.39,17.66,74.72,90.0,0.0
2017,10,8,2,9.45,0.0,22.23,17.57,75.03,90.0,0.0
2017,10,8,3,11.35,0.0,22.13,17.46,75.03,90.0,0.0
2017,10,8,4,13.22,0.0,22.01,17.36,75.07,90.0,0.0
2017,10,8,5,10.71,0.0,21.71,17.32,76.26,90.0,0.0
2017,10,8,6,15.73,113.43,22.61,18.78,79.23,79.43,118.03
2017,10,8,7,11.29,318.8,26.27,19.81,67.85,67.53,324.55
2017,10,8,8,7.53,525.4,29.69,17.56,48.46,55.9,532.67
2017,10,8,9,6.45,696.75,31.87,16.24,39.27,45.78,698.55
2017,10,8,10,9.8,796.75,32.33,16.6,39.01,38.46,801.78
2017,10,8,11,4.64,823.17,32.43,17.54,41.15,35.72,825.67
2017,10,8,12,6.53,780.88,32.46,17.91,42.08,38.57,789.95
2017,10,8,13,17.74,673.0,32.19,18.23,43.58,45.97,684.5
2017,10,8,14,11.45,513.17,32.15,18.5,44.49,56.13,519.95
2017,10,8,15,10.43,310.02,32.37,17.11,40.18,67.79,314.5
2017,10,8,16,1.99,111.28,30.58,17.79,46.64,79.79,111.8
2017,10,8,17,3.14,0.0,27.7,20.24,64.02,90.0,0.0
2017,10,8,18,1.26,0.0,27.18,18.17,57.89,90.0,0.0
2017,10,8,19,2.52,0.0,27.1,17.06,54.23,90.0,0.0
2017,10,8,20,4.4,0.0,26.42,16.75,55.45,90.0,0.0
2017,10,8,21,7.6,0.0,25.18,16.96,60.57,90.0,0.0
2017,10,8,22,1.08,0.0,23.62,17.58,68.99,90.0,0.0
2017,10,8,23,6.31,0.0,22.4,17.85,75.53,90.0,0.0
2017,10,9,0,5.68,0.0,21.81,17.74,77.7,90.0,0.0
2017,10,9,1,2.52,0.0,21.54,17.55,78.08,90.0,0.0
2017,10,9,2,2.52,0.0,21.49,17.4,77.57,90.0,0.0
2017,10,9,3,1.26,0.0,21.63,17.24,76.13,90.0,0.0
2017,10,9,4,2.52,0.0,21.93,16.98,73.53,90.0,0.0
2017,10,9,5,1.26,0.0,23.24,16.23,64.76,90.0,0.0
2017,10,9,6,8.91,110.95,24.5,17.13,63.57,79.61,111.45
2017,10,9,7,9.22,307.0,27.25,18.19,57.87,67.69,312.88
2017,10,9,8,11.34,510.33,30.9,16.25,41.44,56.1,519.9
2017,10,9,9,11.64,677.53,32.18,15.56,36.87,46.05,685.58
2017,10,9,10,2.4,789.7,32.6,16.33,37.78,38.79,792.33
2017,10,9,11,7.79,806.38,32.56,17.1,39.75,36.1,811.83
2017,10,9,12,8.72,773.2,32.78,17.29,39.71,38.95,778.95
2017,10,9,13,7.99,661.9,32.66,17.52,40.56,46.31,675.35
2017,10,9,14,4.76,509.33,32.54,17.82,41.63,56.44,512.45
2017,10,9,15,2.04,308.42,32.49,16.4,38.18,68.06,309.27
2017,10,9,16,1.8,105.5,30.39,17.48,46.31,80.11,105.88
2017,10,9,17,5.03,0.0,27.08,20.41,67.13,90.0,0.0
2017,10,9,18,2.52,0.0,26.05,18.82,64.47,90.0,0.0
2017,10,9,19,3.14,0.0,25.78,17.89,61.85,90.0,0.0
2017,10,9,20,1.26,0.0,25.87,16.95,58.05,90.0,0.0
2017,10,9,21,1.89,0.0,25.19,16.96,60.31,90.0,0.0
2017,10,9,22,1.57,0.0,24.66,16.64,61.22,90.0,0.0
2017,10,9,23,1.26,0.0,23.27,17.13,68.47,90.0,0.0
2017,10,10,0,0.63,0.0,22.17,17.36,74.21,90.0,0.0
2017,10,10,1,0.23,0.0,21.54,17.29,76.8,90.0,0.0
2017,10,10,2,2.52,0.0,21.37,17.09,76.71,90.0,0.0
2017,10,10,3,2.2,0.0,21.29,16.89,76.1,90.0,0.0
2017,10,10,4,1.89,0.0,21.35,16.64,74.62,90.0,0.0
2017,10,10,5,1.89,0.0,21.41,16.38,73.17,90.0,0.0
2017,10,10,6,6.4,117.68,22.18,17.8,76.45,79.79,119.57
2017,10,10,7,1.3,328.98,25.45,18.11,64.03,67.86,329.67
2017,10,10,8,1.08,536.55,29.55,15.86,43.53,56.31,537.2
2017,10,10,9,0.86,700.62,31.31,16.16,40.21,46.31,701.15
2017,10,10,10,0.64,803.85,31.7,17.04,41.55,39.12,804.22
2017,10,10,11,1.46,805.75,31.93,17.87,43.19,36.48,807.08
2017,10,10,12,7.87,754.55,32.11,18.42,44.28,39.32,771.15
2017,10,10,13,21.59,650.62,32.07,18.64,45.02,46.65,665.5
2017,10,10,14,16.5,489.65,31.82,19.03,46.77,56.74,501.85
2017,10,10,15,13.71,293.35,31.85,18.49,45.21,68.34,298.45
2017,10,10,16,9.69,96.6,30.47,18.28,48.2,80.42,99.5
2017,10,10,17,6.28,0.0,27.63,20.78,66.43,90.0,0.0
2017,10,10,18,1.89,0.0,26.77,19.5,64.46,90.0,0.0
2017,10,10,19,0.63,0.0,26.48,18.76,62.6,90.0,0.0
2017,10,10,20,0.94,0.0,26.15,18.13,61.46,90.0,0.0
2017,10,10,21,1.26,0.0,25.64,17.82,62.33,90.0,0.0
2017,10,10,22,0.79,0.0,24.29,18.43,69.98,90.0,0.0
2017,10,10,23,6.92,0.0,23.31,18.76,75.72,90.0,0.0
2017,10,11,0,18.9,0.0,22.72,18.81,78.69,90.0,0.0
2017,10,11,1,7.5,0.0,22.48,18.73,79.43,90.0,0.0
2017,10,11,2,8.45,0.0,22.41,18.54,78.9,90.0,0.0
2017,10,11,3,8.74,0.0,22.4,18.32,77.83,90.0,0.0
2017,10,11,4,5.6,0.0,22.4,18.05,76.55,90.0,0.0
2017,10,11,5,3.77,0.0,22.42,17.75,75.03,90.0,0.0
2017,10,11,6,12.59,111.97,23.19,18.83,76.73,79.97,114.47
2017,10,11,7,5.89,318.17,26.37,18.9,63.69,68.03,321.6
2017,10,11,8,1.27,526.35,29.7,17.93,49.28,56.52,527.47
2017,10,11,9,1.9,689.1,30.58,18.4,48.26,46.57,690.72
2017,10,11,10,2.89,791.28,31.08,19.29,49.58,39.45,795.33
2017,10,11,11,19.12,796.08,31.46,19.82,50.12,36.85,811.12
2017,10,11,12,30.76,752.5,31.71,20.13,50.39,39.7,777.55
2017,10,11,13,31.92,639.05,31.82,20.2,50.33,46.99,674.1
2017,10,11,14,15.09,501.25,31.56,20.19,51.11,57.04,511.12
2017,10,11,15,19.67,297.38,31.35,19.94,51.04,68.61,307.05
2017,10,11,16,11.74,98.15,30.06,19.65,53.94,80.73,101.95
2017,10,11,17,6.31,0.0,27.58,21.14,68.21,90.0,0.0
2017,10,11,18,5.65,0.0,26.83,19.67,64.95,90.0,0.0
2017,10,11,19,4.4,0.0,26.25,18.96,64.47,90.0,0.0
2017,10,11,20,4.4,0.0,25.85,18.27,63.28,90.0,0.0
2017,10,11,21,7.2,0.0,25.45,17.81,62.96,90.0,0.0
2017,10,11,22,1.26,0.0,24.71,17.83,65.79,90.0,0.0
2017,10,11,23,0.94,0.0,24.17,17.72,67.37,90.0,0.0
2017,10,12,0,0.63,0.0,24.09,17.34,66.1,90.0,0.0
2017,10,12,1,0.0,0.0,24.33,16.83,63.07,90.0,0.0
2017,10,12,2,0.31,0.0,24.22,16.65,62.81,90.0,0.0
2017,10,12,3,0.63,0.0,23.97,16.6,63.56,90.0,0.0
2017,10,12,4,1.26,0.0,23.5,16.49,64.88,90.0,0.0
2017,10,12,5,3.77,0.0,22.96,16.45,66.85,90.0,0.0
2017,10,12,6,14.9,109.4,23.01,17.38,70.84,80.14,112.4
2017,10,12,7,4.46,315.77,25.04,18.42,67.04,68.2,318.3
2017,10,12,8,0.65,521.65,27.7,17.27,53.1,56.73,522.22
2017,10,12,9,0.34,684.03,28.83,17.27,49.67,46.84,684.3
2017,10,12,10,0.03,787.17,30.28,17.28,45.73,39.78,787.2
2017,10,12,11,1.96,805.12,31.05,17.33,44.0,37.23,805.92
2017,10,12,12,2.66,758.35,31.36,17.31,43.19,40.07,762.03
2017,10,12,13,7.14,644.28,31.52,17.17,42.46,47.33,648.08
2017,10,12,14,6.26,472.9,31.5,16.74,41.46,57.34,476.25
2017,10,12,15,2.58,285.83,30.94,15.61,39.78,68.88,286.85
2017,10,12,16,2.08,79.65,28.22,19.06,58.07,81.02,79.88
2017,10,12,17,2.52,0.0,25.33,18.68,66.67,90.0,0.0
2017,10,12,18,0.63,0.0,24.3,17.7,66.55,90.0,0.0
2017,10,12,19,1.26,0.0,23.56,17.44,68.47,90.0,0.0
2017,10,12,20,3.14,0.0,22.9,17.3,70.68,90.0,0.0
2017,10,12,21,0.89,0.0,22.51,17.17,71.71,90.0,0.0
2017,10,12,22,8.81,0.0,22.25,17.05,72.31,90.0,0.0
2017,10,12,23,10.7,0.0,22.15,16.96,72.33,90.0,0.0
2017,10,13,0,10.7,0.0,22.13,16.9,72.16,90.0,0.0
2017,10,13,1,11.95,0.0,22.23,16.82,71.34,90.0,0.0
2017,10,13,2,1.66,0.0,22.21,16.78,71.24,90.0,0.0
2017,10,13,3,13.83,0.0,21.97,16.81,72.46,90.0,0.0
2017,10,13,4,16.97,0.0,21.74,16.86,73.68,90.0,0.0
2017,10,13,5,15.08,0.0,21.65,16.87,74.12,90.0,0.0
2017,10,13,6,35.71,99.28,22.23,17.88,76.45,80.32,104.72
2017,10,13,7,27.97,285.98,25.24,19.39,70.24,68.37,310.67
2017,10,13,8,12.91,500.83,28.49,18.29,54.02,56.94,517.25
2017,10,13,9,1.48,680.1,30.25,18.03,48.13,47.1,682.72
2017,10,13,10,7.62,777.72,30.86,18.31,47.18,40.1,784.05
2017,10,13,11,9.09,768.5,31.1,18.9,48.27,37.6,776.3
2017,10,13,12,23.33,720.7,31.43,19.02,47.73,40.44,737.53
2017,10,13,13,12.9,603.4,31.55,19.0,47.36,47.66,629.28
2017,10,13,14,21.37,451.7,31.41,18.99,47.81,57.64,464.95
2017,10,13,15,11.25,260.9,30.91,18.4,47.43,69.14,265.55
2017,10,13,16,8.02,78.03,28.63,20.67,62.42,81.31,78.9
2017,10,13,17,2.52,0.0,26.06,20.17,70.09,90.0,0.0
2017,10,13,18,1.26,0.0,25.17,19.24,69.68,90.0,0.0
2017,10,13,19,1.26,0.0,24.39,18.97,71.8,90.0,0.0
2017,10,13,20,1.26,0.0,23.57,18.87,74.97,90.0,0.0
2017,10,13,21,0.63,0.0,22.91,18.75,77.43,90.0,0.0
2017,10,13,22,4.18,0.0,22.49,18.66,78.98,90.0,0.0
2017,10,13,23,9.41,0.0,22.23,18.56,79.72,90.0,0.0
2017,10,14,0,15.08,0.0,22.12,18.4,79.45,90.0,0.0
2017,10,14,1,0.74,0.0,22.11,18.17,78.39,90.0,0.0
2017,10,14,2,19.48,0.0,22.02,17.91,77.55,90.0,0.0
2017,10,14,3,23.88,0.0,21.78,17.65,77.41,90.0,0.0
2017,10,14,4,24.49,0.0,21.46,17.35,77.47,90.0,0.0
2017,10,14,5,21.35,0.0,21.13,17.0,77.33,90.0,0.0
2017,10,14,6,8.28,100.8,21.58,17.71,78.73,80.5,102.32
2017,10,14,7,6.84,303.7,24.88,18.82,69.17,68.54,307.58
2017,10,14,8,1.45,513.28,28.58,16.71,48.65,57.15,514.88
2017,10,14,9,0.71,681.75,30.72,15.54,39.92,47.37,681.95
2017,10,14,10,1.08,784.97,31.51,15.62,38.39,40.43,786.88
2017,10,14,11,4.17,803.12,31.94,15.59,37.44,37.97,805.1
2017,10,14,12,2.23,769.05,32.28,15.42,36.4,40.8,770.75
2017,10,14,13,12.29,655.67,32.36,15.37,36.17,48.0,662.83
2017,10,14,14,10.05,489.48,32.38,14.48,34.11,57.93,495.65
2017,10,14,15,8.81,284.4,31.15,14.31,36.02,69.41,288.73
2017,10,14,16,3.14,90.2,27.97,18.87,58.16,81.6,91.28
2017,10,14,17,3.14,0.0,24.87,17.74,64.73,90.0,0.0
2017,10,14,18,5.67,0.0,23.56,16.86,66.16,90.0,0.0
2017,10,14,19,11.33,0.0,22.62,16.46,68.28,90.0,0.0
2017,10,14,20,14.47,0.0,21.98,16.08,69.33,90.0,0.0
2017,10,14,21,6.37,0.0,21.71,15.66,68.54,90.0,0.0
2017,10,14,22,18.24,0.0,21.7,15.16,66.4,90.0,0.0
2017,10,14,23,20.13,0.0,21.62,14.75,65.0,90.0,0.0
2017,10,15,0,24.53,0.0,21.43,14.45,64.56,90.0,0.0
2017,10,15,1,3.7,0.0,21.13,14.24,64.9,90.0,0.0
2017,10,15,2,22.65,0.0,20.93,13.99,64.64,90.0,0.0
2017,10,15,3,32.7,0.0,20.52,13.79,65.49,90.0,0.0
2017,10,15,4,31.44,0.0,20.05,13.61,66.59,90.0,0.0
2017,10,15,5,26.41,0.0,19.8,13.34,66.47,90.0,0.0
2017,10,15,6,0.91,106.22,20.4,14.31,68.27,80.68,106.35
2017,10,15,7,2.78,305.38,24.06,18.07,69.33,68.71,307.3
2017,10,15,8,1.94,514.47,28.22,14.84,44.51,57.36,515.55
2017,10,15,9,0.32,683.03,32.06,12.27,29.97,47.64,683.1
2017,10,15,10,1.36,788.4,32.19,12.78,30.86,40.76,788.95
2017,10,15,11,2.03,814.58,32.93,12.9,29.82,38.34,816.17
2017,10,15,12,1.33,778.2,33.22,12.92,29.38,41.17,780.28
2017,10,15,13,9.35,666.17,32.43,13.02,30.87,48.33,672.08
2017,10,15,14,4.44,500.6,32.84,11.96,28.08,58.22,503.33
2017,10,15,15,6.12,287.95,31.92,11.45,28.56,69.67,292.45
2017,10,15,16,14.78,82.2,28.34,17.66,53.09,81.87,84.62
2017,10,15,17,3.14,0.0,24.99,16.52,59.5,90.0,0.0
2017,10,15,18,10.68,0.0,23.55,15.44,60.46,90.0,0.0
2017,10,15,19,14.45,0.0,22.51,14.87,62.12,90.0,0.0
2017,10,15,20,16.34,0.0,21.64,14.4,63.58,90.0,0.0
2017,10,15,21,17.59,0.0,21.01,13.96,64.2,90.0,0.0
2017,10,15,22,12.24,0.0,20.6,13.5,63.89,90.0,0.0
2017,10,15,23,24.51,0.0,20.44,13.02,62.54,90.0,0.0
2017,10,16,0,20.11,0.0,20.54,12.48,60.0,90.0,0.0
2017,10,16,1,2.12,0.0,20.63,11.96,57.63,90.0,0.0
2017,10,16,2,12.56,0.0,20.38,11.67,57.5,90.0,0.0
2017,10,16,3,19.48,0.0,19.7,11.66,59.92,90.0,0.0
2017,10,16,4,17.57,0.0,18.99,11.69,62.8,90.0,0.0
2017,10,16,5,16.32,0.0,18.49,11.64,64.56,90.0,0.0
2017,10,16,6,34.01,97.12,19.24,12.64,65.86,80.86,100.8
2017,10,16,7,1.37,308.3,23.27,16.58,66.2,68.89,308.98
2017,10,16,8,1.03,518.38,27.56,13.04,41.17,57.58,519.05
2017,10,16,9,0.68,687.15,31.94,10.55,26.92,47.9,687.62
2017,10,16,10,0.12,792.12,32.64,10.78,26.27,41.09,792.25
2017,10,16,11,0.65,817.83,33.78,10.99,24.98,38.71,818.22
2017,10,16,12,1.3,778.4,33.59,11.05,25.38,41.53,780.0
2017,10,16,13,2.41,669.42,32.71,11.77,28.0,48.65,671.2
2017,10,16,14,1.32,499.92,32.56,11.22,27.22,58.51,501.3
2017,10,16,15,1.61,289.33,31.64,10.44,27.17,69.93,290.83
2017,10,16,16,1.89,84.05,28.31,16.73,50.43,82.14,84.7
2017,10,16,17,3.77,0.0,25.4,15.8,55.45,90.0,0.0
2017,10,16,18,12.61,0.0,24.41,14.55,54.24,90.0,0.0
2017,10,16,19,15.12,0.0,23.45,14.15,56.0,90.0,0.0
2017,10,16,20,16.37,0.0,22.62,13.77,57.51,90.0,0.0
2017,10,16,21,8.3,0.0,22.06,13.32,57.78,90.0,0.0
2017,10,16,22,17.62,0.0,21.52,13.0,58.47,90.0,0.0
2017,10,16,23,18.26,0.0,20.94,12.82,59.85,90.0,0.0
2017,10,17,0,19.51,0.0,20.24,12.75,62.17,90.0,0.0
2017,10,17,1,0.91,0.0,19.6,12.67,64.36,90.0,0.0
2017,10,17,2,16.36,0.0,19.11,12.53,65.74,90.0,0.0
2017,10,17,3,20.76,0.0,19.42,12.06,62.51,90.0,0.0
2017,10,17,4,23.27,0.0,19.56,11.67,60.44,90.0,0.0
2017,10,17,5,17.61,0.0,19.03,11.56,61.94,90.0,0.0
2017,10,17,6,21.45,100.8,19.16,12.87,67.12,81.03,103.95
2017,10,17,7,1.33,315.35,22.82,15.65,64.19,69.07,316.1
2017,10,17,8,1.48,525.78,26.59,12.87,42.67,57.79,526.72
2017,10,17,9,1.63,690.75,29.62,12.36,34.54,48.17,691.75
2017,10,17,10,1.78,793.28,30.52,12.48,33.18,41.42,794.35
2017,10,17,11,1.92,802.3,31.07,13.56,34.45,39.07,803.5
2017,10,17,12,3.2,759.42,31.42,14.0,34.75,41.89,763.53
2017,10,17,13,12.67,646.7,31.48,14.21,35.17,48.98,655.95
2017,10,17,14,10.98,482.33,31.35,14.45,35.98,58.8,490.6
2017,10,17,15,6.54,280.05,31.2,12.93,32.9,70.19,284.8
2017,10,17,16,4.4,81.93,28.86,17.16,50.11,82.4,82.8
2017,10,17,17,0.63,0.0,27.06,14.97,47.64,90.0,0.0
2017,10,17,18,1.26,0.0,26.5,13.39,44.32,90.0,0.0
2017,10,17,19,2.52,0.0,25.84,13.04,45.22,90.0,0.0
2017,10,17,20,6.35,0.0,25.09,12.87,46.96,90.0,0.0
2017,10,17,21,5.71,0.0,23.76,13.34,52.44,90.0,0.0
2017,10,17,22,1.22,0.0,22.17,13.83,59.47,90.0,0.0
2017,10,17,23,10.09,0.0,21.16,14.15,64.43,90.0,0.0
2017,10,18,0,0.64,0.0,20.26,14.29,68.75,90.0,0.0
2017,10,18,1,15.11,0.0,19.66,14.29,71.29,90.0,0.0
2017,10,18,2,16.37,0.0,19.31,14.2,72.44,90.0,0.0
2017,10,18,3,23.28,0.0,19.04,14.08,73.06,90.0,0.0
2017,10,18,4,25.79,0.0,18.85,13.93,73.12,90.0,0.0
2017,10,18,5,20.13,0.0,18.75,13.75,72.78,90.0,0.0
2017,10,18,6,1.05,111.32,19.59,14.56,72.84,81.21,111.5
2017,10,18,7,0.71,327.1,23.51,17.14,67.51,69.25,327.7
2017,10,18,8,0.47,533.38,27.17,14.76,46.67,58.01,533.85
2017,10,18,9,0.24,693.7,29.49,14.09,39.01,48.44,693.92
2017,10,18,10,0.0,793.05,30.4,14.78,38.72,41.74,793.05
2017,10,18,11,2.01,803.25,31.14,15.56,39.03,39.43,805.67
2017,10,18,12,4.08,759.22,31.52,15.89,39.09,42.24,765.15
2017,10,18,13,1.71,656.5,31.6,16.11,39.44,49.3,657.3
2017,10,18,14,4.27,488.7,31.45,16.16,39.92,59.08,491.88
2017,10,18,15,6.51,280.12,31.23,15.75,39.47,70.44,286.27
2017,10,18,16,5.66,76.8,29.39,17.64,49.81,82.65,78.62
2017,10,18,17,1.89,0.0,27.06,17.44,55.76,90.0,0.0
2017,10,18,18,0.63,0.0,26.43,16.26,53.66,90.0,0.0
2017,10,18,19,1.26,0.0,25.41,16.44,57.66,90.0,0.0
2017,10,18,20,2.52,0.0,24.27,16.73,62.87,90.0,0.0
2017,10,18,21,1.77,0.0,23.28,16.83,67.23,90.0,0.0
2017,10,18,22,3.14,0.0,22.48,16.9,70.75,90.0,0.0
2017,10,18,23,11.43,0.0,21.94,16.85,72.87,90.0,0.0
2017,10,19,0,24.0,0.0,21.68,16.74,73.55,90.0,0.0
2017,10,19,1,22.75,0.0,21.55,16.61,73.52,90.0,0.0
2017,10,19,2,52.3,0.0,21.46,16.46,73.26,90.0,0.0
2017,10,19,3,45.33,0.0,21.38,16.29,72.82,90.0,0.0
2017,10,19,4,30.19,0.0,21.31,16.13,72.41,90.0,0.0
2017,10,19,5,7.49,0.0,21.24,16.0,72.08,90.0,0.0
2017,10,19,6,3.7,95.95,21.94,16.85,72.96,81.39,96.53
2017,10,19,7,2.23,296.55,25.75,19.51,68.54,69.43,297.35
2017,10,19,8,0.76,495.25,29.64,17.41,47.93,58.23,495.73
2017,10,19,9,1.39,651.8,32.14,16.78,39.92,48.71,652.5
2017,10,19,10,3.29,749.03,32.63,16.76,38.73,42.07,750.97
2017,10,19,11,2.03,794.0,33.23,17.12,38.32,39.79,795.7
2017,10,19,12,2.06,751.5,33.44,17.54,38.91,42.6,753.97
2017,10,19,13,7.02,639.75,33.57,17.58,38.77,49.62,645.75
2017,10,19,14,10.71,470.15,33.35,17.85,39.94,59.36,480.05
2017,10,19,15,10.26,269.7,33.18,16.97,38.11,70.69,276.02
2017,10,19,16,4.1,71.97,30.92,19.36,50.72,82.89,72.75
2017,10,19,17,1.26,0.0,28.57,19.15,56.82,90.0,0.0
2017,10,19,18,1.26,0.0,27.95,17.99,54.69,90.0,0.0
2017,10,19,19,0.63,0.0,27.49,17.46,54.36,90.0,0.0
2017,10,19,20,1.26,0.0,26.56,17.34,57.04,90.0,0.0
2017,10,19,21,0.63,0.0,25.41,17.28,60.89,90.0,0.0
2017,10,19,22,2.2,0.0,24.41,17.12,63.96,90.0,0.0
2017,10,19,23,3.77,0.0,23.54,16.91,66.46,90.0,0.0
2017,10,20,0,1.89,0.0,22.74,16.73,68.98,90.0,0.0
2017,10,20,1,13.27,0.0,22.12,16.56,70.8,90.0,0.0
2017,10,20,2,13.63,0.0,21.92,16.35,70.77,90.0,0.0
2017,10,20,3,0.63,0.0,21.99,16.17,69.63,90.0,0.0
2017,10,20,4,5.04,0.0,22.02,15.99,68.8,90.0,0.0
2017,10,20,5,5.04,0.0,21.97,15.84,68.26,90.0,0.0
2017,10,20,6,2.07,94.15,22.58,16.66,69.45,81.57,94.43
2017,10,20,7,1.43,296.6,26.01,18.56,63.8,69.61,297.35
2017,10,20,8,2.1,498.35,29.6,16.1,44.58,58.45,499.98
2017,10,20,9,2.78,660.85,32.68,15.22,35.07,48.98,662.12
2017,10,20,10,2.02,762.75,33.75,15.43,33.49,42.4,763.83
2017,10,20,11,9.59,777.95,34.14,15.68,33.29,40.15,789.95
2017,10,20,12,15.05,740.75,34.07,16.14,34.45,42.95,751.22
2017,10,20,13,4.81,642.72,33.96,16.39,35.26,49.93,643.8
2017,10,20,14,9.86,471.75,33.73,16.64,36.21,59.64,478.67
2017,10,20,15,2.8,271.75,33.16,15.69,35.17,70.94,274.02
2017,10,20,16,4.4,70.45,30.43,18.88,50.71,83.13,71.55
2017,10,20,17,1.26,0.0,27.35,19.09,60.83,90.0,0.0
2017,10,20,18,3.14,0.0,26.27,18.09,60.78,90.0,0.0
2017,10,20,19,5.01,0.0,25.14,17.66,63.3,90.0,0.0
2017,10,20,20,11.31,0.0,24.09,17.24,65.69,90.0,0.0
2017,10,20,21,7.27,0.0,23.4,16.84,66.73,90.0,0.0
2017,10,20,22,9.65,0.0,22.98,16.48,66.91,90.0,0.0
2017,10,20,23,21.98,0.0,22.69,16.18,66.79,90.0,0.0
2017,10,21,0,21.36,0.0,22.5,15.9,66.36,90.0,0.0
2017,10,21,1,1.13,0.0,22.33,15.61,65.83,90.0,0.0
2017,10,21,2,17.6,0.0,22.31,15.21,64.29,90.0,0.0
2017,10,21,3,19.49,0.0,22.36,14.75,62.22,90.0,0.0
2017,10,21,4,18.23,0.0,22.24,14.29,60.85,90.0,0.0
2017,10,21,5,16.97,0.0,21.89,13.96,60.85,90.0,0.0
2017,10,21,6,1.45,90.1,22.15,14.52,62.19,81.74,90.28
2017,10,21,7,1.54,285.7,24.83,17.08,62.47,69.79,286.4
2017,10,21,8,1.63,490.88,28.69,14.05,40.8,58.67,492.52
2017,10,21,9,1.72,656.6,31.25,12.71,32.28,49.26,658.1
2017,10,21,10,2.08,757.35,31.64,12.6,31.39,42.72,760.78
2017,10,21,11,16.08,767.97,32.03,12.8,31.12,40.51,777.72
2017,10,21,12,16.05,712.95,32.22,12.71,30.63,43.29,739.03
2017,10,21,13,19.56,612.55,32.09,12.61,30.73,50.25,628.38
2017,10,21,14,17.03,445.88,31.95,11.98,29.59,59.92,459.58
2017,10,21,15,3.92,251.7,30.69,11.76,31.32,71.18,254.15
2017,10,21,16,3.77,64.15,27.22,16.42,52.07,83.36,64.6
2017,10,21,17,2.52,0.0,23.93,15.42,59.03,90.0,0.0
2017,10,21,18,5.05,0.0,22.71,14.72,60.75,90.0,0.0
2017,10,21,19,11.96,0.0,21.71,14.33,63.01,90.0,0.0
2017,10,21,20,16.98,0.0,20.87,14.0,64.94,90.0,0.0
2017,10,21,21,5.47,0.0,20.32,13.74,66.05,90.0,0.0
2017,10,21,22,17.61,0.0,20.12,13.43,65.5,90.0,0.0
2017,10,21,23,18.87,0.0,20.17,13.06,63.74,90.0,0.0
2017,10,22,0,17.61,0.0,20.3,12.68,61.79,90.0,0.0
2017,10,22,1,20.11,0.0,20.33,12.4,60.5,90.0,0.0
2017,10,22,2,0.5,0.0,19.97,12.26,61.26,90.0,0.0
2017,10,22,3,16.33,0.0,19.35,12.0,62.64,90.0,0.0
2017,10,22,4,17.58,0.0,19.01,11.61,62.37,90.0,0.0
2017,10,22,5,6.26,0.0,18.7,11.15,61.61,90.0,0.0
2017,10,22,6,32.34,77.72,18.96,11.63,62.62,81.92,79.03
2017,10,22,7,6.56,272.8,22.67,15.37,63.66,69.97,275.45
2017,10,22,8,3.13,474.55,26.78,12.63,41.91,58.89,477.8
2017,10,22,9,0.49,636.45,30.44,8.66,25.88,49.53,636.6
2017,10,22,10,4.17,730.83,32.25,7.36,21.36,43.04,733.62
2017,10,22,11,8.12,759.05,32.41,8.49,22.81,40.86,769.53
2017,10,22,12,8.41,714.22,32.48,9.2,23.86,43.64,722.12
2017,10,22,13,3.07,598.5,32.53,9.26,23.9,50.56,603.8
2017,10,22,14,19.25,410.5,32.27,9.12,24.01,60.19,430.7
2017,10,22,15,10.72,219.85,30.68,10.53,28.92,71.42,227.12
